id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1467899087655780354,1467899087655780354,2021-12-06 11:49:49 Eastern Standard Time,2021-12-06,11:49:49,-0500,139837497,alleganyhlthmd,Allegany County Health Department,,"Appointments now available for Moderna boosters December 15 at the Allegany County Fairgrounds.  Must be 18 or older and have completed the Pfizer or Moderna vaccine series 6+ months ago, or J&amp;J vaccine 2+.  Schedule an appointment here:  https://t.co/NX4UgfW37J",en,[],['https://www.marylandvax.org/appointment/en/reg/0913462591'],[],0,3,1,[],[],https://twitter.com/AlleganyHlthMD/status/1467899087655780354,False,,0,,,,,,,,[],,,,
